home_team,away_team,possession,field_position,down,distance,quarter,minutes,seconds,home_score,away_score,play_type,yards_gained,points_scored,score_type,penalty_type,penalty_yards,penalized_team,td_attempt_type,td_attempt_result,outcome
NO,SF,NO,63,2,5,4,11,01,14,26,pass,11,0,,,0,,,,1st_down
NO,SF,NO,52,1,10,4,10,28,14,26,pass,0,0,,,0,,,,
NO,SF,NO,52,2,10,4,10,23,14,26,run,5,0,,,0,,,,
NO,SF,NO,47,3,5,4,09,44,14,26,no_play,0,0,,Defensive Holding,5,away,,,1st_down
NO,SF,NO,42,1,10,4,09,37,14,26,run,4,0,,,0,,,,
NO,SF,NO,38,2,6,4,09,02,14,26,run,3,0,,,0,,,,
NO,SF,NO,35,3,3,4,08,30,14,26,run,11,0,,,0,,,,1st_down
NO,SF,NO,24,1,10,4,08,05,14,26,run,8,0,,,0,,,,
NO,SF,NO,16,2,2,4,07,31,14,26,run,-1,0,,,0,,,,
NO,SF,NO,17,3,3,4,06,51,14,26,pass,14,0,,,0,,,,1st_down
NO,SF,NO,3,1,3,4,06,21,20,26,pass,3,7,td_xp_good,,0,,xp,good,td
NO,SF,SF,65,1,10,4,06,18,21,26,pass,13,0,,,0,,,,1st_down
NO,SF,SF,52,1,10,4,05,36,21,26,pass,4,0,,,0,,,,
NO,SF,SF,48,2,6,4,04,51,21,26,pass,0,0,,,0,,,,
NO,SF,SF,48,3,6,4,04,47,21,26,pass,0,0,,,0,,,,
NO,SF,SF,48,4,6,4,04,41,21,26,punt,0,0,,,0,,,,punt
NO,SF,NO,89,1,10,4,04,35,21,26,pass,4,0,,,0,,,,
NO,SF,NO,85,2,6,4,04,29,21,26,run,0,0,,,0,,,,
NO,SF,NO,85,3,6,4,03,50,21,26,pass,-5,0,,,0,,,,
NO,SF,NO,90,4,11,4,03,12,21,26,punt,0,0,,,0,,,,punt
NO,SF,SF,49,1,10,4,03,02,21,26,run,-5,0,,,0,,,,
NO,SF,SF,54,2,15,4,02,56,21,26,pass,9,0,,,0,,,,
NO,SF,SF,45,3,6,4,02,50,21,26,pass,0,0,,,0,,,,
NO,SF,SF,45,4,6,4,02,47,21,26,punt,0,0,,,0,,,,punt
NO,SF,NO,94,1,10,4,02,40,21,26,pass,6,0,,,0,,,,
NO,SF,NO,88,2,4,4,02,36,21,26,pass,6,0,,,0,,,,1st_down
NO,SF,NO,82,1,10,4,02,14,21,26,pass,8,0,,,0,,,,
NO,SF,NO,74,2,2,4,02,00,21,26,pass,7,0,,,0,,,,1st_down
NO,SF,NO,67,1,10,4,01,56,21,26,pass,3,0,,,0,,,,
NO,SF,NO,64,2,7,4,01,34,21,26,pass,6,0,,,0,,,,
NO,SF,NO,58,3,1,4,01,07,21,26,pass,0,0,,,0,,,,
NO,SF,NO,58,4,1,4,01,03,21,26,pass,-9,0,,,0,,,,turnover_on_downs
NO,SF,SF,27,1,10,4,00,57,21,26,qb_kneel,-1,0,,,0,,,,
NO,SF,SF,28,2,11,4,00,54,21,26,qb_kneel,-1,0,,,0,,,,
NO,SF,SF,29,3,12,4,00,14,21,26,qb_kneel,-1,0,,,0,,,,
HOU,TB,HOU,64,1,10,1,14,53,0,0,pass,0,0,,,0,,,,
HOU,TB,HOU,64,2,10,1,14,49,0,0,pass,9,0,,,0,,,,
HOU,TB,HOU,55,3,1,1,14,05,0,0,run,1,0,,,0,,,,1st_down
HOU,TB,HOU,54,1,10,1,13,20,0,0,run,-2,0,,,0,,,,
HOU,TB,HOU,56,2,12,1,12,45,0,0,pass,27,0,,,0,,,,1st_down
HOU,TB,HOU,29,1,10,1,11,58,6,0,pass,29,7,td_xp_good,,0,,xp,good,td
HOU,TB,TB,65,1,10,1,11,53,7,0,pass,0,0,,,0,,,,
HOU,TB,TB,65,2,10,1,11,45,7,0,run,4,0,,,0,,,,
HOU,TB,TB,61,3,6,1,11,05,7,0,pass,8,0,,,0,,,,1st_down
HOU,TB,TB,53,1,10,1,10,28,7,0,pass,0,0,,,0,,,,
HOU,TB,TB,53,2,10,1,10,21,7,0,pass,12,0,,,0,,,,1st_down
HOU,TB,TB,41,1,10,1,09,45,7,0,run,6,0,,,0,,,,
HOU,TB,TB,35,2,4,1,09,06,7,0,pass,15,0,,,0,,,,1st_down
HOU,TB,TB,20,1,10,1,08,23,7,0,no_play,0,0,,Offensive Pass Interference,10,away,,,penalty
HOU,TB,TB,30,1,20,1,08,03,7,0,run,10,0,,,0,,,,
HOU,TB,TB,20,2,10,1,07,17,7,6,pass,20,7,td_xp_good,,0,,xp,good,td
HOU,TB,HOU,66,1,10,1,07,04,7,7,run,2,0,,Defensive Holding,5,away,,,1st_down
HOU,TB,HOU,59,1,10,1,06,42,7,7,run,4,0,,,0,,,,
HOU,TB,HOU,55,2,6,1,06,03,7,7,pass,37,0,,,0,,,,1st_down
HOU,TB,HOU,18,1,10,1,05,17,7,7,run,8,0,,,0,,,,
HOU,TB,HOU,10,2,2,1,04,40,7,7,no_play,0,0,,Offensive Holding,10,home,,,penalty
HOU,TB,HOU,20,2,12,1,04,14,7,7,pass,3,0,,,0,,,,
HOU,TB,HOU,17,3,9,1,03,35,7,7,pass,0,0,,,0,,,,
HOU,TB,HOU,17,4,9,1,03,29,10,7,field_goal,0,3,fg,,0,,,,fg_made
HOU,TB,TB,77,1,10,1,03,19,10,7,pass,6,0,,,0,,,,
HOU,TB,TB,71,2,4,1,02,38,10,7,run,2,0,,,0,,,,
HOU,TB,TB,69,3,2,1,01,55,10,7,pass,3,0,,,0,,,,1st_down
HOU,TB,TB,66,1,10,1,01,17,10,7,run,5,0,,,0,,,,
HOU,TB,TB,61,2,5,1,00,39,10,7,no_play,0,0,,Illegal Use of Hands,5,home,,,1st_down
HOU,TB,TB,56,1,10,1,00,15,10,7,pass,7,0,,,0,,,,
HOU,TB,TB,49,2,3,2,15,00,10,7,run,9,0,,,0,,,,1st_down
HOU,TB,TB,40,1,10,2,14,21,10,7,pass,4,0,,,0,,,,
HOU,TB,TB,36,2,6,2,13,41,10,7,run,5,0,,,0,,,,
HOU,TB,TB,31,3,1,2,12,57,10,7,run,2,0,,,0,,,,1st_down
HOU,TB,TB,29,1,10,2,12,18,10,7,no_play,0,0,,Ineligible Downfield Pass,5,away,,,penalty
HOU,TB,TB,34,1,15,2,12,03,10,7,no_play,0,0,,Defensive Offside,5,home,,,penalty
HOU,TB,TB,29,1,10,2,11,59,10,7,run,6,0,,,0,,,,
HOU,TB,TB,23,2,4,2,11,18,10,7,pass,4,0,,,0,,,,1st_down
HOU,TB,TB,19,1,10,2,10,36,10,7,pass,0,0,,,0,,,,
HOU,TB,TB,19,2,10,2,10,33,10,7,run,4,0,,,0,,,,
HOU,TB,TB,15,3,6,2,09,48,10,13,pass,15,7,td_xp_good,,0,,xp,good,td
HOU,TB,HOU,78,1,10,2,09,34,10,14,run,-2,0,,,0,,,,
HOU,TB,HOU,80,2,12,2,09,21,10,14,pass,20,0,,,0,,,,1st_down
HOU,TB,HOU,60,1,10,2,08,37,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,60,2,10,2,08,27,10,14,pass,2,0,,,0,,,,
HOU,TB,HOU,58,3,8,2,07,45,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,58,4,8,2,07,40,10,14,punt,0,0,,,0,,,,punt
HOU,TB,TB,87,1,10,2,07,32,10,14,run,7,0,,,0,,,,
HOU,TB,TB,80,2,3,2,06,51,10,14,run,6,0,,,0,,,,1st_down
HOU,TB,TB,74,1,10,2,06,12,10,14,no_play,0,0,,False Start,5,away,,,penalty
HOU,TB,TB,79,1,15,2,05,56,10,14,pass,-1,0,,,0,,,,
HOU,TB,TB,80,2,16,2,05,11,10,14,no_play,0,0,,Illegal Use of Hands,5,home,,,1st_down
HOU,TB,TB,75,1,10,2,04,48,10,14,run,2,0,,,0,,,,
HOU,TB,TB,73,2,8,2,04,08,10,14,pass,-8,0,,,0,,,,
HOU,TB,TB,81,3,16,2,03,26,10,14,pass,7,0,,,0,,,,
HOU,TB,TB,74,4,9,2,02,54,10,14,punt,0,0,,,0,,,,punt
HOU,TB,HOU,70,1,10,2,02,43,10,14,run,7,0,,,0,,,,
HOU,TB,HOU,63,2,3,2,02,00,10,14,run,19,0,,,0,,,,1st_down
HOU,TB,HOU,44,1,10,2,01,19,10,14,pass,4,0,,,0,,,,
HOU,TB,HOU,40,2,6,2,00,53,10,14,pass,-8,0,,,0,,,,
HOU,TB,HOU,48,3,14,2,00,46,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,48,4,14,2,00,38,10,14,punt,0,0,,,0,,,,punt
HOU,TB,TB,80,1,10,2,00,30,10,14,pass,9,0,,,0,,,,
HOU,TB,TB,71,2,1,2,00,25,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,71,3,1,2,00,19,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,71,4,1,2,00,14,10,14,punt,0,0,,,0,,,,punt
HOU,TB,HOU,71,1,10,2,00,02,10,14,qb_kneel,0,0,,,0,,,,
HOU,TB,TB,72,1,10,3,14,55,10,14,run,7,0,,,0,,,,
HOU,TB,TB,65,2,3,3,14,21,10,14,run,2,0,,,0,,,,
HOU,TB,TB,63,3,1,3,13,40,10,14,pass,5,0,,,0,,,,1st_down
HOU,TB,TB,58,1,10,3,13,18,10,14,pass,7,0,,,0,,,,
HOU,TB,TB,51,2,3,3,12,56,10,14,run,-1,0,,,0,,,,
HOU,TB,TB,52,3,4,3,12,13,10,14,pass,-5,0,,,0,,,,
HOU,TB,TB,57,4,9,3,11,31,10,14,punt,0,0,,,0,,,,punt
HOU,TB,HOU,80,1,10,3,11,23,10,14,run,4,0,,,0,,,,
HOU,TB,HOU,76,2,6,3,10,49,10,14,pass,16,0,,,0,,,,1st_down
HOU,TB,HOU,60,1,10,3,10,14,10,14,run,2,0,,,0,,,,
HOU,TB,HOU,58,2,8,3,09,34,10,14,run,6,0,,,0,,,,
HOU,TB,HOU,52,3,2,3,08,51,10,14,pass,-9,0,,,0,,,,
HOU,TB,HOU,61,4,11,3,08,11,10,14,punt,0,0,,,0,,,,punt
HOU,TB,TB,92,1,10,3,08,01,10,14,run,2,0,,,0,,,,
HOU,TB,TB,90,2,8,3,07,24,10,14,run,8,0,,,0,,,,1st_down
HOU,TB,TB,82,1,10,3,06,39,10,14,run,3,0,,,0,,,,
HOU,TB,TB,79,2,7,3,06,00,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,79,3,7,3,05,53,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,79,4,7,3,05,49,10,14,punt,0,0,,,0,,,,punt
HOU,TB,HOU,67,1,10,3,05,40,10,14,run,3,0,,,0,,,,
HOU,TB,HOU,64,2,7,3,05,03,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,64,3,7,3,04,53,10,14,pass,-8,0,,,0,,,,
HOU,TB,HOU,72,4,15,3,04,17,10,14,punt,0,0,,,0,,,,punt
HOU,TB,TB,79,1,10,3,04,05,10,14,pass,22,0,,,0,,,,1st_down
HOU,TB,TB,57,1,10,3,03,33,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,57,2,10,3,03,28,10,14,run,12,0,,,0,,,,1st_down
HOU,TB,TB,45,1,10,3,02,50,10,14,run,9,0,,,0,,,,
HOU,TB,TB,36,2,1,3,02,22,10,14,run,16,0,,,0,,,,1st_down
HOU,TB,TB,20,1,10,3,01,54,10,14,run,1,0,,,0,,,,
HOU,TB,TB,19,2,9,3,01,15,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,19,3,9,3,01,11,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,19,4,9,3,01,05,10,14,field_goal,0,0,,,0,,,,fg_no_good
HOU,TB,HOU,72,1,10,3,01,01,10,14,run,7,0,,,0,,,,
HOU,TB,HOU,65,2,3,3,00,24,10,14,no_play,0,0,,Illegal Contact,5,away,,,1st_down
HOU,TB,HOU,60,1,10,3,00,17,10,14,pass,9,0,,,0,,,,
HOU,TB,HOU,51,2,1,4,15,00,10,14,pass,28,0,,,0,,,,1st_down
HOU,TB,HOU,23,1,10,4,14,17,10,14,run,-1,0,,,0,,,,
HOU,TB,HOU,24,2,11,4,13,39,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,24,3,11,4,13,32,10,14,pass,16,0,,,0,,,,1st_down
HOU,TB,HOU,8,1,8,4,12,46,10,14,pass,7,0,,,0,,,,
HOU,TB,HOU,1,2,1,4,12,08,10,14,run,0,0,,,0,,,,
HOU,TB,HOU,1,3,1,4,11,24,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,1,4,1,4,11,19,10,14,pass,0,0,,,0,,,,turnover_on_downs
HOU,TB,TB,99,1,10,4,11,15,10,14,run,4,0,,,0,,,,
HOU,TB,TB,95,2,6,4,10,35,10,14,no_play,0,0,,Face Mask,15,home,,,1st_down
HOU,TB,TB,80,1,10,4,10,12,10,14,run,0,0,,,0,,,,
HOU,TB,TB,80,2,10,4,09,29,10,14,pass,0,0,,,0,,,,
HOU,TB,TB,80,3,10,4,09,25,10,14,run,16,0,,,0,,,,1st_down
HOU,TB,TB,64,1,10,4,08,35,10,14,no_play,0,0,,Illegal Contact,5,home,,,1st_down
HOU,TB,TB,59,1,10,4,08,13,10,14,no_play,0,0,,False Start,5,away,,,penalty
HOU,TB,TB,64,1,15,4,08,13,10,14,run,5,0,,,0,,,,
HOU,TB,TB,59,2,10,4,07,46,10,14,pass,7,0,,,0,,,,
HOU,TB,TB,52,3,3,4,07,04,10,14,pass,-3,0,,,0,,,,
HOU,TB,TB,55,4,6,4,06,23,10,14,punt,0,0,,,0,,,,punt
HOU,TB,HOU,35,1,10,4,06,16,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,35,2,10,4,06,12,10,14,run,0,0,,,0,,,,
HOU,TB,HOU,35,3,10,4,05,32,10,14,pass,0,0,,,0,,,,
HOU,TB,HOU,35,4,10,4,05,27,13,14,field_goal,0,3,fg,,0,,,,fg_made
HOU,TB,TB,65,1,10,4,05,22,13,14,run,0,0,,,0,,,,
HOU,TB,TB,65,2,10,4,04,43,13,14,pass,2,0,,,0,,,,
HOU,TB,TB,63,3,8,4,04,00,13,14,pass,-8,0,,,0,,,,
HOU,TB,TB,71,4,16,4,03,18,13,14,punt,0,0,,,0,,,,punt
HOU,TB,HOU,26,1,10,4,03,00,13,14,run,1,0,,,0,,,,
HOU,TB,HOU,25,2,9,4,02,16,19,14,run,25,6,td_try_failed,,0,,2pt,failure,td
HOU,TB,TB,80,1,10,4,02,04,19,14,pass,12,0,,,0,,,,1st_down
HOU,TB,TB,68,1,10,4,01,56,19,14,pass,0,0,,,0,,,,
HOU,TB,TB,68,2,10,4,01,37,19,14,pass,0,0,,,0,,,,
HOU,TB,TB,68,3,10,4,01,32,19,14,pass,0,0,,,0,,,,
HOU,TB,TB,68,4,10,4,01,24,19,14,run,15,0,,,0,,,,1st_down
HOU,TB,TB,53,1,10,4,00,59,19,14,pass,8,0,,,0,,,,
HOU,TB,TB,45,2,2,4,00,52,19,14,pass,22,0,,,0,,,,1st_down
HOU,TB,TB,23,1,10,4,00,42,19,14,pass,5,0,,,0,,,,
HOU,TB,TB,18,2,5,4,00,34,19,14,pass,11,0,,,0,,,,1st_down
HOU,TB,TB,7,1,7,4,00,13,19,14,pass,5,0,,,0,,,,
HOU,TB,TB,2,2,2,4,00,09,19,20,run,2,6,td_try_failed,,0,,2pt,failure,td
GB,WAS,GB,72,1,10,1,14,55,0,0,run,4,0,,,0,,,,
GB,WAS,GB,68,2,6,1,14,19,0,0,run,3,0,,,0,,,,
GB,WAS,GB,65,3,3,1,13,36,0,0,pass,6,0,,,0,,,,1st_down
GB,WAS,GB,59,1,10,1,13,00,0,0,pass,13,0,,,0,,,,1st_down
GB,WAS,GB,46,1,10,1,12,28,0,0,run,1,0,,,0,,,,
GB,WAS,GB,45,2,9,1,11,50,0,0,no_play,0,0,,Defensive Holding,5,away,,,1st_down
GB,WAS,GB,40,1,10,1,11,46,0,0,no_play,0,0,,False Start,5,home,,,penalty
GB,WAS,GB,45,1,15,1,11,46,0,0,pass,0,0,,,0,,,,
GB,WAS,GB,45,2,15,1,11,41,0,0,pass,6,0,,,0,,,,
GB,WAS,GB,39,3,9,1,11,17,0,0,no_play,0,0,,Offensive Holding,10,home,,,penalty
GB,WAS,GB,49,3,19,1,11,09,0,0,pass,16,0,,,0,,,,
GB,WAS,GB,33,4,3,1,10,30,0,0,pass,0,0,,,0,,,,turnover_on_downs
GB,WAS,WAS,67,1,10,1,10,25,0,0,pass,3,0,,,0,,,,
GB,WAS,WAS,64,2,7,1,09,48,0,0,pass,-1,0,,,0,,,,
GB,WAS,WAS,65,3,8,1,09,03,0,0,pass,4,0,,,0,,,,
GB,WAS,WAS,61,4,4,1,08,17,0,0,punt,0,0,,,0,,,,punt
GB,WAS,GB,96,1,10,1,08,08,0,0,pass,15,0,,,0,,,,1st_down
GB,WAS,GB,81,1,10,1,07,24,0,0,run,4,0,,,0,,,,
GB,WAS,GB,77,2,6,1,06,46,0,0,pass,57,0,,,0,,,,1st_down
GB,WAS,GB,20,1,10,1,05,56,0,0,run,1,0,,,0,,,,
GB,WAS,GB,19,2,9,1,05,14,0,0,pass,0,0,,,0,,,,
GB,WAS,GB,19,3,9,1,05,10,0,0,run,14,0,,,0,,,,1st_down
GB,WAS,GB,5,1,5,1,04,35,6,0,pass,5,7,td_xp_good,,0,,xp,good,td
GB,WAS,WAS,65,1,10,1,04,33,7,0,run,-1,0,,,0,,,,
GB,WAS,WAS,66,2,11,1,03,57,7,0,run,4,0,,,0,,,,
GB,WAS,WAS,62,3,7,1,03,16,7,0,no_play,0,0,,Illegal Use of Hands,10,away,,,penalty
GB,WAS,WAS,72,3,17,1,02,50,7,0,pass,2,0,,,0,,,,
GB,WAS,WAS,70,4,15,1,02,08,7,0,punt,0,0,,,0,,,,punt
GB,WAS,GB,76,1,10,1,02,00,7,0,run,6,0,,,0,,,,
GB,WAS,GB,70,2,4,1,01,20,7,0,pass,-10,0,,,0,,,,
GB,WAS,GB,80,3,14,1,00,40,7,0,pass,10,0,,,0,,,,
GB,WAS,GB,70,4,4,2,15,00,7,0,punt,0,0,,Face Mask,15,home,,,punt
GB,WAS,WAS,55,1,10,2,14,49,7,0,pass,0,0,,,0,,,,
GB,WAS,WAS,55,2,10,2,14,16,7,0,pass,7,0,,,0,,,,
GB,WAS,WAS,48,3,3,2,13,38,7,0,pass,4,0,,,0,,,,1st_down
GB,WAS,WAS,44,1,10,2,13,17,7,0,run,1,0,,,0,,,,
GB,WAS,WAS,43,2,9,2,12,40,7,0,pass,0,0,,,0,,,,
GB,WAS,WAS,43,3,9,2,12,37,7,0,pass,0,0,,,0,,,,
GB,WAS,WAS,43,4,9,2,12,30,7,0,punt,0,0,,,0,,,,punt
GB,WAS,GB,92,1,10,2,12,24,7,0,pass,0,0,,,0,,,,
GB,WAS,GB,92,2,10,2,12,18,7,0,run,9,0,,,0,,,,
GB,WAS,GB,83,3,1,2,11,44,7,0,run,3,0,,,0,,,,1st_down
GB,WAS,GB,80,1,10,2,11,05,7,0,pass,37,0,,,0,,,,1st_down
GB,WAS,GB,43,1,10,2,10,41,7,0,run,3,0,,,0,,,,
GB,WAS,GB,40,2,7,2,10,01,7,0,pass,17,0,,,0,,,,1st_down
GB,WAS,GB,23,1,10,2,09,21,7,0,run,-1,0,,,0,,,,
GB,WAS,GB,24,2,11,2,08,43,7,0,pass,17,0,,,0,,,,1st_down
GB,WAS,GB,7,1,7,2,07,57,7,0,run,5,0,,,0,,,,
GB,WAS,GB,2,2,2,2,07,38,13,0,run,2,7,td_xp_good,,0,,xp,good,td
GB,WAS,WAS,70,1,10,2,07,30,14,0,run,5,0,,,0,,,,
GB,WAS,WAS,65,2,5,2,07,10,14,0,pass,14,0,,,0,,,,1st_down
GB,WAS,WAS,51,1,10,2,06,25,14,0,pass,0,0,,,0,,,,
GB,WAS,WAS,51,2,10,2,06,21,14,0,pass,9,0,,,0,,,,
GB,WAS,WAS,42,3,1,2,05,57,14,0,run,4,0,,,0,,,,1st_down
GB,WAS,WAS,38,1,10,2,05,27,14,0,run,5,0,,,0,,,,
GB,WAS,WAS,33,2,5,2,04,40,14,0,pass,0,0,,,0,,,,
GB,WAS,WAS,33,3,5,2,04,37,14,0,pass,0,0,,,0,,,,
GB,WAS,WAS,33,4,5,2,04,32,14,3,field_goal,0,3,fg,,0,,,,fg_made
GB,WAS,GB,73,1,10,2,04,22,14,3,run,8,0,,,0,,,,
GB,WAS,GB,65,2,2,2,03,41,14,3,no_play,0,0,,Offensive Holding,10,home,,,penalty
GB,WAS,GB,75,2,12,2,03,10,14,3,pass,1,0,,,0,,,,
GB,WAS,GB,74,3,11,2,02,25,14,3,pass,0,0,,,0,,,,
GB,WAS,GB,74,4,11,2,02,14,14,3,punt,0,0,,,0,,,,punt
GB,WAS,WAS,57,1,10,2,02,02,14,3,run,8,0,,,0,,,,
GB,WAS,WAS,49,2,2,2,01,55,14,3,run,3,0,,,0,,,,1st_down
GB,WAS,WAS,46,1,10,2,01,33,14,3,run,5,0,,,0,,,,
GB,WAS,WAS,41,2,5,2,01,09,14,3,no_play,0,0,,False Start,5,away,,,penalty
GB,WAS,WAS,46,2,10,2,00,56,14,3,pass,6,0,,,0,,,,
GB,WAS,WAS,40,3,4,2,00,26,14,3,pass,0,0,,,0,,,,
GB,WAS,WAS,40,4,4,2,00,19,14,3,field_goal,0,0,,,0,,,,fg_no_good
GB,WAS,GB,52,1,10,2,00,14,14,3,pass,14,0,,,0,,,,1st_down
GB,WAS,GB,38,1,10,2,00,08,14,3,run,8,0,,,0,,,,
GB,WAS,GB,30,2,2,2,00,04,14,3,field_goal,0,0,,,0,,,,fg_no_good
GB,WAS,WAS,44,1,10,3,14,51,14,3,run,4,0,,,0,,,,
GB,WAS,WAS,40,2,6,3,14,20,14,3,pass,0,0,,,0,,,,
GB,WAS,WAS,40,3,6,3,14,17,14,3,pass,9,0,,,0,,,,1st_down
GB,WAS,WAS,31,1,10,3,13,36,14,3,run,4,0,,,0,,,,
GB,WAS,WAS,27,2,6,3,13,03,14,3,pass,3,0,,,0,,,,
GB,WAS,WAS,24,3,3,3,12,14,14,3,pass,-10,0,,,0,,,,
GB,WAS,WAS,34,4,13,3,12,00,14,3,field_goal,0,0,,,0,,,,fg_no_good
GB,WAS,GB,58,1,10,3,11,54,14,3,pass,23,0,,,0,,,,1st_down
GB,WAS,GB,35,1,10,3,11,08,14,3,pass,0,0,,,0,,,,
GB,WAS,GB,35,2,10,3,11,03,14,3,run,9,0,,,0,,,,
GB,WAS,GB,26,3,1,3,10,26,14,3,pass,9,0,,,0,,,,1st_down
GB,WAS,GB,17,1,10,3,09,47,14,3,no_play,0,0,,Offensive Holding,10,home,,,penalty
GB,WAS,GB,27,1,20,3,09,27,14,3,no_play,0,0,,False Start,5,home,,,penalty
GB,WAS,GB,32,1,25,3,09,08,14,3,pass,19,0,,,0,,,,
GB,WAS,GB,13,2,6,3,08,21,14,3,run,6,0,,,0,,,,1st_down
GB,WAS,GB,7,1,7,3,07,41,14,3,pass,0,0,,,0,,,,
GB,WAS,GB,7,2,7,3,07,34,14,3,run,3,0,,,0,,,,
GB,WAS,GB,4,3,4,3,06,46,14,3,pass,0,0,,,0,,,,
GB,WAS,GB,4,4,4,3,06,40,17,3,field_goal,0,3,fg,,0,,,,fg_made
GB,WAS,WAS,73,1,10,3,06,32,17,3,pass,7,0,,,0,,,,
GB,WAS,WAS,66,2,3,3,05,50,17,3,run,0,0,,,0,,,,
GB,WAS,WAS,66,3,3,3,05,16,17,3,pass,0,0,,,0,,,,
GB,WAS,WAS,66,4,3,3,05,12,17,3,punt,0,0,,Offensive Holding,9,home,,,punt
GB,WAS,GB,91,1,10,3,05,04,17,3,run,1,0,,,0,,,,
GB,WAS,GB,90,2,9,3,04,29,17,3,run,1,0,,,0,,,,
GB,WAS,GB,89,3,8,3,03,45,17,3,pass,0,0,,,0,,,,
GB,WAS,GB,89,4,8,3,03,41,17,3,punt,0,0,,,0,,,,punt
GB,WAS,WAS,50,1,10,3,03,31,17,3,pass,0,0,,,0,,,,
GB,WAS,WAS,50,2,10,3,03,24,17,3,pass,9,0,,,0,,,,
GB,WAS,WAS,41,3,1,3,02,56,17,3,run,0,0,,,0,,,,
GB,WAS,WAS,41,4,1,3,02,17,17,3,run,1,0,,,0,,,,1st_down
GB,WAS,WAS,40,1,10,3,01,53,17,3,pass,-8,0,,,0,,,,
GB,WAS,WAS,48,2,18,3,01,12,17,3,pass,11,0,,,0,,,,
GB,WAS,WAS,37,3,7,3,00,28,17,3,pass,0,0,,,0,,,,
GB,WAS,WAS,37,4,7,3,00,22,17,3,no_play,0,0,,Defensive Holding,5,home,,,1st_down
GB,WAS,WAS,32,1,10,3,00,03,17,3,run,0,0,,,0,,,,
GB,WAS,WAS,32,2,10,4,15,00,17,3,run,1,0,,,0,,,,
GB,WAS,WAS,31,3,9,4,14,26,17,3,pass,11,0,,,0,,,,1st_down
GB,WAS,WAS,20,1,10,4,13,55,17,9,pass,20,7,td_xp_good,,0,,xp,good,td
GB,WAS,GB,65,1,10,4,13,45,17,10,pass,11,0,,,0,,,,1st_down
GB,WAS,GB,54,1,10,4,13,09,17,10,no_play,0,0,,Defensive Holding,5,away,,,1st_down
GB,WAS,GB,49,1,10,4,13,03,17,10,pass,0,0,,,0,,,,
GB,WAS,GB,49,2,10,4,12,58,17,10,run,4,0,,,0,,,,
GB,WAS,GB,45,3,6,4,12,13,17,10,pass,8,0,,,0,,,,1st_down
GB,WAS,GB,37,1,10,4,11,51,17,10,run,2,0,,,0,,,,
GB,WAS,GB,35,2,8,4,11,06,17,10,run,16,0,,,0,,,,1st_down
GB,WAS,GB,19,1,10,4,10,22,17,10,run,9,0,,,0,,,,
GB,WAS,GB,10,2,1,4,09,38,17,10,run,2,0,,,0,,,,1st_down
GB,WAS,GB,8,1,8,4,09,01,23,10,pass,8,7,td_xp_good,,0,,xp,good,td
GB,WAS,WAS,65,1,10,4,08,57,24,10,run,1,0,,,0,,,,
GB,WAS,WAS,64,2,9,4,08,23,24,10,run,5,0,,,0,,,,
GB,WAS,WAS,59,3,4,4,07,48,24,10,pass,0,0,,,0,,,,
GB,WAS,WAS,59,4,4,4,07,45,24,10,pass,0,0,,,0,,,,turnover_on_downs
GB,WAS,GB,40,1,10,4,07,42,24,10,pass,0,0,,,0,,,,
GB,WAS,GB,40,2,10,4,07,35,24,10,run,2,0,,,0,,,,
GB,WAS,GB,38,3,8,4,06,51,24,10,pass,0,0,,,0,,,,
GB,WAS,GB,38,4,8,4,06,47,27,10,field_goal,0,3,fg,,0,,,,fg_made
GB,WAS,WAS,65,1,10,4,06,42,27,10,pass,8,0,,,0,,,,
GB,WAS,WAS,57,2,2,4,06,20,27,10,pass,12,0,,,0,,,,1st_down
GB,WAS,WAS,45,1,10,4,06,00,27,10,pass,0,0,,,0,,,,
GB,WAS,WAS,45,2,10,4,05,54,27,10,pass,0,0,,,0,,,,
GB,WAS,WAS,45,3,10,4,05,50,27,10,pass,12,0,,,0,,,,1st_down
GB,WAS,WAS,33,1,10,4,05,28,27,10,pass,19,0,,,0,,,,1st_down
GB,WAS,WAS,14,1,10,4,05,01,27,10,run,1,0,,,0,,,,
GB,WAS,WAS,13,2,9,4,04,21,27,10,pass,7,0,,,0,,,,
GB,WAS,WAS,6,3,2,4,03,47,27,10,no_play,0,0,,Defensive Holding,3,home,,,1st_down
GB,WAS,WAS,3,1,3,4,03,43,27,10,no_play,0,0,,False Start,5,away,,,penalty
GB,WAS,WAS,8,1,8,4,03,43,27,10,pass,-2,0,,,0,,,,
